text,sentiment
review ta vabi nai typical thaake,neutral
Eid er plan mathaaaaa nosto kharap gelo 🤮,negative
Assignment ta sera dekha jabe ❤️ 😅,positive
Weather ta eta to slow hoye gelo 😞 🙄,negative
family te shunlam kono rokom thaake ...,neutral
Bazar e dekhi lit enjoy korlam 🙌,positive
Ei ar ki mathaaaa betha hoye gelo 🤮,negative
movie ta birokto baje lagse 👎,negative
Khawa ta eta to mojadar chilooooo ✅,positive
Exam er khoob temon bhalo na asol,neutral
chayer adda ta sotti useless hoilo na 😅,negative
vibe ta bas heavy enjoy korlam!!,positive
assignment ta asolei ok ache kora hoy nai ...,neutral
Bosssssss er super dekha jabe 😍,positive
Match ta ok ache kora hoy nai???,neutral
Gaan ta onkta fatafati laglo ...,positive
Class er shunlam mojadar enjoy korlam ✅,positive
Review ta thik e ache mathay nai,neutral
Brother er onkta tension er hoye gelo 😡,negative
Sokal ta ki bolbo sera chilo 🥰,positive
coding ta onkta parlam na hoilo na 😞,negative
Movie ta matha betha chinta hocche 🤬,negative
Bazar e onekkkta ekdom ghorator hoilo na 😡 😅,negative
amar level up cupai gelo 😍 :),positive
Amarrrr khb thik e ache asol 😂,neutral
Ajker onekkkta faltu chinta hocche ❌!!,negative
Friend ra khb adhure baje lagse,negative
result ta annoying chinta hocche 🤮,negative
Khawa ta dekhi shanti palam,positive
Job ta boring hoilo na 😡,negative
Bus e lit dekha jabe 🔥,positive
Class er puro kono rokom kora hoy nai,neutral
Coding ta level up chilo 🔥!!,positive
Movie ta thik e ache hoy :),neutral
movie ta vabi nai birokto hoye gelo 😞,negative
ajker sotti mojadar pelam ✅,positive
bazar e sotti typical mathay nai 😅,neutral
Phone ta eta to annoying gelo 😭,negative
Match ta vibe ta disgusting gelo 😭,negative
Family te vibe ta ok ache kora hoy nai,neutral
Weather ta vabiiiii nai jossh pelam,positive
Sokal ta bas brilliant palam,positive
Movie ta asolei level up dekha jabe,positive
weather ta sotti brilliant cupai gelo ✅,positive
ei puro jossh hise :),positive
movie ta dekhi common hoy 🙄,neutral
Internet ta sotti matha nosto khrp khub khrp 🤬,negative
Bus e puro useless chinta hocche 💔,negative
khawa ta sotti chomokdar enjoy korlam ✅ 😅,positive
Gaan ta khb slow chinta hocche 😭,negative
Oir ki bolbo typical asol,neutral
Boss er boring chinta hocche 💔!!,negative
exam er vibe ta mojadar hoisechilo 🥳 :),positive
Weather ta bas so-so mathay nai,neutral
ajker mama disgusting chinta hocche 😡,negative
Boss er mama adhure chinta hocche 💔 😅,negative
chayer adda ta vabi nai masti pelam 🙌 ...,positive
Internet ta mama masti dekha jabe ✨???,positive
movie ta heavy chilo ❤️ 😂,positive
Job ta mama ok acheeeeee kora hoy nai,neutral
Weather ta ar ki disgusting hoilo na 💔 😅,negative
coding ta extreme pelam 💥,positive
Review ta khoob puro baje hoyeee gelo 😞,negative
Reviewwwww ta sera hoisechilo 🥰 ...,positive
Amar shunlam kono rokom kora hoy nai,neutral
bazar e thik e ache choltese 🙄,neutral
Boss er ok ache asol 😅,neutral
khawa ta eta to agoon palam ✅,positive
job ta onekhta parlam na khub khrp 🤬,negative
Family te bas normal choltese,neutral
amar khoobbb common thaake ...,neutral
Match ta shunlam birokto gelo,negative
Assignment ta shunlam thik thak hoy,neutral
Family te shunlam fatafati laglo 💥,positive
Boss er shunlam onno rokom laglo 💥,positive
khawa ta ekdom moderate mathay nai!!,neutral
weather ta level up chilo 🥳,positive
Sokal ta shunlam chalai neya jay thaake ...,neutral
ei fatafati chilo ✨,positive
Vibe ta mama lit palam ✨,positive
coding ta vabi nai bakwas hoilo na,negative
Laptop ta ekdom ghatiya khoob khrp 💔 😂,negative
traffic ta matha nosto khrp baje lagse 😡,negative
Brother er eta to level up pelam 😅,positive
khawa ta asolei lit pelam 🥳,positive
Sokal ta dekhi super pelam ❤️,positive
Vibe ta dekhi irritating gelo 👎!!,negative
Bazar e masti enjoy korlam 💥,positive
eid er plan sotti onno rokommmm enjoy korlam,positive
Laptop ta sotti slow chinta hocche 😞,negative
internet ta vibe ta agoon cupai gelo ❤️,positive
khawa ta puro lit dekha jabe ✅,positive
Job ta shanti laglo 😍,positive
Job ta typicallll thaake,neutral
Coding ta irritating hoye gelo 😡,negative
family te mone hoy kono rokom choltese,neutral
ajker ekdom kopa enjoy korlam 🥳 :),positive
weather ta dekhi so-so thaake,neutral
bus e temon bhalo na hoy,neutral
Oir sotti common hoy ...,neutral
Weather ta matha nosto khrp gelo 💔,negative
friend ra mone hoy lit enjoy korlam,positive
Gaan ta dekhi top class cupai gelo 🙌,positive
Phoneeeeee ta annoying chinta hocche,negative
exam er faka hoye gelo 😞 🙄,negative
Match ta ekdom thik e ache kora hoy nai 😅,neutral
Vibe ta khub bakwas chinta hocche 😅,negative
Exam er asoleiiii ekdom ghorator hoilo na 🙄,negative
Brother er bas zero level baje lagse 🤬 :),negative
Family te bas waste of timeeee baje lagse 💔,negative
Class er bas zero level hoilo na ❌,negative
gaan ta chalai neya jay thaake :),neutral
Review ta bas moderate thaake :),neutral
movie ta waste of time atke gelam 🤬,negative
Bus e ar ki valo palam 🥳,positive
Class er sotti waste of time chinta hoccheeeee ❌ ...,negative
khawa ta kopa pelam,positive
Ajker mama disgusting hoye gelo ❌ :),negative
Brother er onekkkta kono rokom kora hoy nai ...,neutral
Amar vibe ta average thaake,neutral
ei mojadar palam,positive
Movie ta asolei disgustingggg atke gelam 🙄,negative
sokal ta ekdom just okay kora hoy nai 😂,neutral
bus e ekdom so-so kora hoy nai???,neutral
Boss er fire pelam 🙌 😂,positive
friend ra asolei brilliant enjoy korlam 🔥???,positive
Coding ta chalai neya jay thaake,neutral
Traffic ta ar ki normal mathay nai,neutral
weather ta darun pelam 🥰???,positive
Coding ta eta to bakwas baje lagse,negative
Coding ta asolei common mathay nai,neutral
phone ta puro bakwas gelo 💔,negative
job ta onekhta kono rokom mathay nai :),neutral
Job ta bas tension er chinta hocche 🤮 🙄,negative
Laptop ta puro bakwas chintaaaaa hocche 💔 😂,negative
vibe ta super pelam ✅ ...,positive
sokal ta ekdom fire hise ✨ 🙄,positive
eid er plan dekhi top class palam 🔥 :),positive
assignment ta vibe ta sera chilo 😂,positive
Match ta bakwas atke gelam 😞,negative
chayer adda ta birokto hoilo na 😭 🙄,negative
Review ta typical hoy,neutral
match ta khb fatafati pelam 🔥,positive
exam er puro sera dekha jabe 🙌,positive
Class er jossh laglo 🥰,positive
Friend ra dekhi slow khuuub khrp,negative
Bazar e dekhi moderateeee asol 😅,neutral
Laptop ta dekhi irritating baje lagse???,negative
Khawa ta mone hoy birokto gelo 💔 ...,negative
Chayer adda ta shunlam matha nosto khrp hoye gelo 😅,negative
vibe ta common mathay nai,neutral
assignment ta bas just okay asol,neutral
sokal ta normal hoy,neutral
phone ta ar ki temon blo na thaake???,neutral
Family te mama faka khoob khrp,negative
Ajker asolei ekdom fresh pelam 🙌,positive
Exam er onekta just okay hoy 😂,neutral
vibe ta bas extreme hoisechilo 💥 🙄,positive
Phone ta fire laglo ❤️,positive
exam er normal asol,neutral
Review ta ok ache kora hoy nai,neutral
Ei mone hoy disgusting atke gelam 🤬,negative
Ajker vibe ta kopa enjoy korlam 😍,positive
friend ra mama extreme enjoy korlam 🙌,positive
Phone ta puro slow chinta hocche ❌,negative
family te so-so hoy!!,neutral
Result ta sotti average thaake,neutral
review ta darun pelam 🥰,positive
chayer adda ta onekhta bakwas gelo,negative
ei puro thik e ache hoy ...,neutral
Chayer adda ta fatafati palam ✨,positive
Ei onekkkta just okay kora hoy nai,neutral
coding ta khoob top class chilo ❤️,positive
Bazar e sotti faka baje lagse 😡 😅,negative
Amar ekdom blo palammmm 🥰???,positive
Chayer adda ta sottiiii waste of time gelo 💔,negative
review ta adhure hoye gelo 👎,negative
sokal ta matha betha atke gelam 😅,negative
weather ta common thaake,neutral
ei ekdom matha nosto kharaaap gelo,negative
bazar e ekdom fresh cupai gelo 🔥,positive
coding ta ekdom thik thak mathay nai???,neutral
Vibe ta khoob so-so hoy :),neutral
Chayer adda ta jossh pelam 🔥,positive
vibe ta onno rokom enjoy korlam,positive
ei ar ki temon valo na mathayyyy nai,neutral
friend ra common choltese,neutral
class er ki bolbo boring chinta hocche,negative
brother er moderate choltese,neutral
bus e mama mind blowing pelam,positive
Match ta ekdom chomokdar laglo 💥 :),positive
Chayer adda ta bas chalai neya jay asol???,neutral
weather ta moderate choltese,neutral
boss er mama thik thak asol,neutral
Ei ar ki normal choltese,neutral
Traffic ta puro sera hoyeche,positive
Laptop ta vabi nai ghatiya baje lagse 😭,negative
Result ta boring hoilo na 😡???,negative
Boss er onno rokom pelam 💥!!,positive
Bazar e disgusting gelo ❌,negative
vibe ta asolei birokto chinta hocche 🤮 ...,negative
Ajker boring baje lagse 🤮,negative
Family te ekdom ghorator gelo ❌???,negative
amar vibe ta moderate asol 🙄,neutral
Class er ar ki common mathay nai :),neutral
ei puro baje hoilo na 💔 :),negative
Assignmentttt ta ekdom temon bhalo na hoy,neutral
Boss er onekhta ok ache asol,neutral
Chayer adda ta asolei thik e ache asol,neutral
khawa ta ghatiya khuuub kharap 🙄,negative
Ei asolei bakwassssss hoilo na 🤬,negative
Result ta sotti just okay mathay nai,neutral
phone ta eta to average thaake 😂,neutral
exam er chomokdar palam :),positive
Chayer adda ta bakwas gelo 😡,negative
Bazar e bakwas khoob kharap,negative
Friend ra ok ache thaake!!,neutral
internet ta sotti chalai neya jay asol :),neutral
movie ta bas irritating hoyeeeee gelo,negative
Chayer adda ta mama kopa enjoy korlam 🙄,positive
review ta matha nosto khrp gelo 😭,negative
laptop ta dekhi irritating khoob khrp 👎 ...,negative
vibe ta ki bolbo masti palam 🙌 ...,positive
Boss er bas adhure hoilo na,negative
Ajker mama valoo chilo 😅,positive
Sokal ta vabi nai so-so asol,neutral
Friend ra slow khub kharaaap???,negative
Review ta thik e ache thaakeee,neutral
traffic ta mama onno rokom laglo 🥳,positive
Movie ta puro moderate thaake 😂,neutral
Job ta kono rokom asol!!,neutral
ei chomokdar palam 😂,positive
class er matha betha atke gelam,negative
oir op enjoy korlam 🥰,positive
laptop ta ki bolbo birokto atke gelam 😡,negative
Ei sotti annoying khuuub khrp 😡 😅,negative
Khawa ta thik thak thaake 🙄,neutral
job ta mone hoy onno rokom chilo 🥳,positive
Job ta just okay asol 😂,neutral
Phone ta bas boring gelo 😂,negative
Bus e typical hoy,neutral
Exam er tension er hoyeeeeee gelo 🤬!!,negative
brother er puro birokto hoye gelo ❌,negative
Weather ta disgusting hoilo na 🤮 ...,negative
Traffic ta shanti enjoy korlam,positive
Phoneee ta thik e ache choltese,neutral
Coding ta common mathay nai ...,neutral
Khawa ta normal asol 🙄,neutral
Sokal ta fatafati hoyeche 💥 😂,positive
Gaan ta bakwas khb kharaaap!!,negative
Job ta asolei ekdom fresh pelam 🥰 :),positive
Review ta sotti boring hoye gelo 😞,negative
Class er shunlam useless gelooooo 😭 🙄,negative
Chayer adda ta vabi nai thik thak mathay nai,neutral
chayer adda ta sotti op pelam :),positive
Chayer adda ta ghatiya hoye gelo 😭,negative
Brother er ok ache kora hoy nai,neutral
Review ta mama fire pelam 💥,positive
internet ta adhure gelo,negative
Assignment ta tension er hoye gelo 👎,negative
Bus e waste of time hoye gelooooo,negative
Eid er plan eta to awesome hoise 🥳,positive
class er mone hoy sera chilo 💥,positive
Amar asolei zero level chinta hocche 🤬,negative
Assignment ta blo dekha jabe,positive
Ei khb matha nosto kharaaap khb kharaaap 👎,negative
Exam er mone hoy shanti hoisechilo :),positive
gaan ta tension er atkeee gelam,negative
Result ta dekhi extreme cupai gelo 🥳,positive
Laptop ta op palam,positive
Movie ta onekta moderate asol,neutral
bazar e ok acheee kora hoy nai,neutral
Bus e khub just okay kora hoy nai 😅,neutral
Ei vabi nai normal kora hoy nai 😅,neutral
Internet ta temon valoo na mathay nai,neutral
Boss er mama fatafati cupai gelo 🔥,positive
Ei vabi nai awesome palam ✨,positive
Coding ta puro moderate mathay nai???,neutral
exam er ki bolbo tension er khb khrp 😭,negative
Boss er extreme hise ✨,positive
Exam er dekhi awesome enjoy korlammmm,positive
Class er ekdom matha betha baje lagse 😞,negative
Boss er disgusting chinta hocche 🤬,negative
Brother er brilliant dekha jabe 🙌,positive
Bazar e onekhta disgusting hoye gelo 👎,negative
Traffic ta annoying baje lagse,negative
Coding ta ki bolbo just okay hoy,neutral
Traffic ta ekdom fresh enjoy korlam ...,positive
ei bas so-so thaake 😅,neutral
vibe ta bas moderate asol!!,neutral
khawa ta valo laglo,positive
coding ta mama average choltese!!,neutral
Phone ta ki bolbo chomokdar enjoy korlam 🥰 😂,positive
brother er puro disgusting baje lagse,negative
Friend ra vabi nai so-so asol,neutral
review ta asolei adhure khub kharap ❌ ...,negative
bus e vibe ta parlam na hoilo na 💔,negative
Ei khub faka chinta hocche 😞,negative
Movie ta moderate asol ...,neutral
Phone ta ekdom zero level baje lagse 👎!!,negative
Weather ta kono rokom kora hoy nai 🙄,neutral
Boss er shunlam typical kora hoy nai!!,neutral
Vibe ta asolei typical choltese 😂,neutral
Exam er ekdom fatafati chilo 🔥 😅,positive
vibe ta bas faltu baje lagse 🤮,negative
gaan ta eta to matha betha khub kharap 🤮,negative
ajker super pelam,positive
Boss er useless khoob kharap 🤮,negative
Family te adhure baje lagse 🤮,negative
Laptopppppp ta faltu atke gelam 😭,negative
coding ta onekkkta just okay asol,neutral
class er ar ki faltu atke gelam 🤬,negative
sokal ta bas fire palam 🥳 😅,positive
phone ta average kora hoy nai???,neutral
Amar sotti boring gelo,negative
Eid er plan ar ki level up cupai gelo,positive
Movie ta moderate asol,neutral
Weather ta shunlam thik e ache hoy,neutral
Brother er ekdom fresh dekha jabe 🙌,positive
Bus e matha nosto kharaaap baje lagse 😭,negative
Coding ta tension er hoye gelo 🤮 😅,negative
family te asolei kopa palam 🥳,positive
review ta normal kora hoy nai,neutral
Bazar e brilliant cupai gelo ✅,positive
Review ta eta to mind blowing palam ✨,positive
Movie ta shunlam ekdom ghorator hoye gelo 🤮,negative
khawa ta ekdom fresh dekha jabe,positive
friend ra fire enjoy korlam,positive
Movie ta normal mathay nai 😂,neutral
ei heavy laglo 🥳,positive
Assignment ta darun laglo,positive
Amar vibe ta boring gelo 👎,negative
Bus e heavy pelam 🔥???,positive
internet ta dekhi op hoyeche ✨,positive
oir vibe ta waste of time atke gelam,negative
friend ra eta to fatafati palam,positive
gaan ta moderate choltese!!,neutral
amar mone hoy temon valoo na mathay nai,neutral
Brother er ar ki mind blowing chilo,positive
Review ta op laglo 💥,positive
laptop ta asolei ghatiya khuuub kharap 💔!!,negative
Laptop ta disgusting baje lagse,negative
assignment ta sotti annoying gelo 🤬,negative
Weather ta khuuub mind blowing hise 🥳,positive
Family te khoob agoon cupai gelo ✅,positive
Friend ra faltu hoyeeee gelo,negative
oir asolei common kora hoy nai ...,neutral
phone ta sotti puro baje chinta hocche,negative
Internet ta ekdom fresh chilo ✨!!,positive
Oir sotti moderate asol,neutral
Boss er bakwas atke gelam 🤬,negative
Assignment ta asolei thik e ache thaake,neutral
result ta useless hoye gelo 🤮,negative
Laptop ta dekhi bakwas baje lagse 😭 😂,negative
exam er jossh cupai gelo,positive
Ei vabi nai op chilo ✨,positive
Chayer adda ta mone hoy mojadar chilo 🥳???,positive
coding ta ar ki slow hoye gelo 🤮,negative
bazar e normal mathay nai 🙄,neutral
Result ta op palam,positive
review ta ki bolbo just okay thaake,neutral
exam er bas tension er hoye gelo 💔 😅,negative
Ajker shunlam level up enjoy korlam 💥 😅,positive
gaan ta so-so asol ...,neutral
review ta ki bolbo birokto hoilo na 🤬 ...,negative
Movie ta kopaaaa hoise ❤️ ...,positive
Friend ra op cupai gelo 💥,positive
chayer adda ta sera palam ✨,positive
Phone ta khub tension er hoilo na 😭 🙄,negative
ei kono rokom thaake 🙄,neutral
reviewww ta fatafati chilo ❤️,positive
ajker irritating hoilo na ❌!!,negative
Coding ta asolei matha betha hoilo na,negative
movie ta shunlam onno rokom palam 🥰,positive
Khawa ta ar ki common choltese ...,neutral
bazar e ar ki shanti palam ❤️,positive
Job ta mone hoy moderate thaake,neutral
Boss er fire cupai gelo 🥰!!,positive
codingggg ta chalai neya jay choltese???,neutral
Gaan ta ar ki so-so asolll,neutral
Match ta sotti lit cupai gelo 🔥 😂,positive
Gaan ta shunlam thik e ache mathay nai,neutral
Bazar e adhure gelo 💔,negative
assignment ta faltu atke gelam 😭,negative
sokal ta mone hoy sera cupai gelo 🥳,positive
coding ta mone hoy masti laglo 🥳,positive
family te ekdom ghorator chinta hocche,negative
Amar eta to masti chilo 😅,positive
internet ta bas fire chilo ✨ 😅,positive
Bus e mama ekdom fresh cupai gelo 💥,positive
family te onekkkta onno rokommmm laglo 🙌,positive
Oir top class pelam 🥳,positive
Chayer adda ta khub annoying baje lagse 😡 😂,negative
Khawa ta temon valoo na asol,neutral
Ajker vabi nai tension er hoye gelo 😡,negative
class er mone hoy super chilo ❤️ ...,positive
class er eta to op pelam ❤️,positive
phone ta moderate mathay nai,neutral
Friend ra bakwas atke gelam ❌,negative
Amar faltu baje lagse 😡,negative
Ajker awesome hoise,positive
Friend ra shunlam irritating hoilo na 🤮,negative
weather ta ekdom ghorator atke gelam 👎 🙄,negative
class er eta to matha nosto kharap baje lagse 🤬,negative
Oir thik e ache hoy ...,neutral
Bus e adhure hoye gelo ❌,negative
Family te temon blo na thaake,neutral
oir ekdom fresh chilo 😅,positive
traffic ta vabi nai common asol,neutral
coding ta khub useless hoilo na 😞,negative
coding ta puro so-so hoy,neutral
gaan ta mama ekdom fresh laglo 🙌,positive
Vibe ta ekdom common hoy,neutral
traffic ta bas op cupai gelo 🥳,positive
phone ta faltu atke gelam ❌,negative
vibe ta thik thak hoy :),neutral
bazar e just okay thaake :),neutral
Gaan ta ki bolbo thik thak asol,neutral
Bus e khuuub ok ache mathay nai,neutral
sokal ta eta to masti hoyeche 🥳,positive
Friend ra vabi nai op dekha jabe 💥,positive
Khawa ta ekdom fresh hoisechilo 😂,positive
Class er average kora hoy nai 🙄,neutral
coding ta ekdom birokto hoilo na 🤮 ...,negative
Khawa ta brilliant hoisechilo 🔥,positive
match ta darun chilo 💥 ...,positive
review ta asolei useless hoye gelo 🤮 🙄,negative
movie ta average choltese ...,neutral
Weather ta onekhta thik thak mathay nai,neutral
Review ta ki bolbo so-so mathay nai???,neutral
Bus e onkta so-so mathay nai,neutral
bus e birokto hoilo na ❌ 😅,negative
class er kopa cupai gelo ✨ :),positive
Sokal ta ok ache hoy,neutral
amar vibe ta moderate mathay nai,neutral
ajker dekhi typical mathay nai,neutral
sokal ta extreme enjoy korlam 🔥 :),positive
Bosssssss er disgusting hoilo na 💔 😅,negative
traffic ta ar ki awesome chilo 🥳 😂,positive
Job ta ekdom fresh dekha jabe ✨,positive
brother er mojadar cupai gelo 🙌!!,positive
Boss er vibe ta parlam na atke gelam ❌,negative
Ajker bas puro baje chinta hoccheeee 😡 😅,negative
boss er faka atke gelam,negative
Amar bakwas gelo ❌,negative
Movie ta khuuub fatafati palam 🔥,positive
laptop ta vabi nai puro baje hoilo na 😭,negative
Vibe ta masti enjoy korlam 🙄,positive
Amar dekhi kopa chilo,positive
Eid er plan mama just okay asol 😅,neutral
Chayer adda ta dekhi blo pelam ❤️,positive
assignment ta bas lit hoisechilo,positive
match ta ekdom puro baje baje lagse 👎,negative
class er puro common choltese!!,neutral
Boss er asolei just okay thaake,neutral
Bus e ekdom average mathay nai 🙄,neutral
Chayer adda ta mama moderate choltese,neutral
exam er ar ki birokto baje lagse 😡,negative
amar sotti normal choltese,neutral
Job ta eta to ok ache thaake :),neutral
Internet ta bas chalai neya jay thaake,neutral
Gaan ta vibe ta thik thak choltese,neutral
Eid er plan sotti boring chinta hocche ❌,negative
coding ta vabi nai average hoy,neutral
Oir dekhi common choltese,neutral
Match ta shunlam slow hoye gelo 🤮 ...,negative
Weather ta ar ki kopa hoisechilo,positive
sokal ta ki bolbo sera hise 💥???,positive
Eid er plan puro op chilo,positive
Weather ta ki bolbo kono rokom mathay nai,neutral
Brother er ki bolbo jossh laglo???,positive
result ta vabi nai ghatiya atke gelam 🤬!!,negative
Bus e chomokdar dekha jabe 🙌 🙄,positive
Oir onekkkta useless hoye gelo 😅,negative
Friend ra mone hoy super pelam 🥰,positive
weatherrr ta ki bolbo temon blo na mathay nai,neutral
Movie ta normal hoy,neutral
friend ra onkta top class enjoy korlam!!,positive
brother er mama jossh enjoy korlam,positive
Family te typicallllll choltese 😂,neutral
amar ki bolbo ekdom ghorator gelo 🤮,negative
Job ta ar ki typical kora hoy nai,neutral
Movie ta slow chinta hoccheeee 😅,negative
Boss er bas bhalo hoise 🔥 😅,positive
Family te typical mathay nai ...,neutral
Oir ar ki so-so choltese,neutral
Assignmenttttt ta useless hoye gelo 🙄,negative
Gaan ta vabi nai so-so kora hoy nai,neutral
Amar extreme hoyecheee 🥰,positive
ajkerrrr ar ki ok ache thaake,neutral
bazar e darun cupai gelo 😅,positive
Traffic ta ki bolbo fire enjoy korlam 🔥,positive
coding ta common thaake!!,neutral
bus e bakwas gelo 😭???,negative
Coding ta vibe ta irritating chinta hocche 😭???,negative
Phone ta vabi nai ok ache thaake,neutral
Vibe ta dekhi thik e ache mathay nai,neutral
match ta ar ki average asol,neutral
match ta boring gelo 😭,negative
vibe ta vibe ta brilliant hoise 💥!!,positive
Khawa ta moderate mathay nai???,neutral
Family te vabi nai extreme palam 🙌,positive
review ta birokto gelo 😭 :),negative
Match ta thik thak mathay nai 😅,neutral
Coding ta fatafati dekha jabe ✅,positive
Ajker so-so thaake,neutral
Traffic ta fire pelam 🔥 😂,positive
Review ta fire chilo 🙄,positive
Class er khuuub tension er hoilo na 💔,negative
Class er mama puro baje chinta hocche 💔!!,negative
job ta eta to zero level chinta hocche 😞 😂,negative
amar dekhi jossh pelam ✅ 😅,positive
ei eta to slow khuuub kharap 😡 🙄,negative
exam er ekdom disgusting atke gelam 💔!!,negative
ajker ekdom annoying hoye gelo,negative
Match ta eta to valoo enjoy korlam,positive
Khawa ta mama heavy laglo,positive
Bus e slowwww gelo,negative
Brother er ekdommmmm faka baje lagse,negative
Ajker common asol 🙄,neutral
chayer adda ta ghatiya baje lagse 🤮 😅,negative
Bazar e extreme laglo 🥳,positive
Bus e ekdom masti enjoy korlam ✅,positive
Movie ta khb typical choltese,neutral
Trafficccccc ta brilliant enjoy korlam ❤️ 😅,positive
Class er disgusting baje lagse 👎,negative
Sokal ta vabi nai birokto khub kharap 👎 😂,negative
Gaan ta vabiiiii nai op hise 🙌 ...,positive
Result ta onekta level up chilo,positive
laptop ta puroooo baje chinta hocche,negative
Bazar e ok ache choltese,neutral
bazar e onekkkta kono rokom mathay nai ...,neutral
Brother er ekdom tension er baje lagse ❌,negative
Bazar e puro level up chilo,positive
Amar onekkkta level up enjoyyyy korlam 🙌,positive
assignment ta bakwas hoye gelo,negative
traffic ta mama thik e ache mathay nai,neutral
Class er boring hoilo na,negative
oir parlam na hoye gelo 👎,negative
bus e lit pelam ✅,positive
bus e just okay choltese,neutral
Vibe ta mama onno rokom dekha jabe 🥳 😅,positive
Class er dekhi ekdom ghorator gelo 👎,negative
Friend ra super hoisechilo ✅,positive
Family te puro brilliant pelam,positive
Review ta common kora hoy nai,neutral
Chayer adda ta brilliant pelam 🔥!!,positive
Job ta dekhi puro baje baje lagse 😞!!,negative
Job ta mama disgusting chinta hocche 🤬 :),negative
Vibe ta slow baje lagse 👎 😂,negative
laptop ta mama useless gelo 🤮,negative
laptoppp ta slow gelo 🤬,negative
coding ta ki bolbo shanti enjoy korlam 💥!!,positive
khawa ta ar ki chomokdar dekha jabe 🔥,positive
brother er kono rokom kora hoy nai,neutral
eid er plan ekdom fresh cupai gelo???,positive
Exam er eta to faka gelo,negative
Exam er eta to darun laglo 🙌 ...,positive
bus e vibe ta temon blo na choltese???,neutral
Friend ra vabi nai ghatiya gelo 👎,negative
Oir lit enjoy korlam 💥,positive
bazar e mama temon valoo na choltese,neutral
internet ta common kora hoy nai,neutral
Friend ra ekdom level up enjoy korlam 🥳,positive
bus e ki bolbo kopa palam ✨,positive
Friend ra onno rokom enjoy korlam 🥳,positive
Laptop ta annoying gelo 🤬 😅,negative
ei bakwas hoye gelo ...,negative
Gaan ta onekta level up enjoy korlam 🥰,positive
match ta mama just okay hoy,neutral
friend ra ki bolbo waste of time baje lagse :),negative
ajker lit pelam 😅,positive
review ta dekhi temon bhalo na asol,neutral
Gaan ta puro ghatiya chinta hocche 😭 😅,negative
Laptop ta vabi nai thik thak kora hoy nai 😂,neutral
sokal ta level up pelam ✨,positive
Laptop ta khub tension er atkeee gelam 😡,negative
Khawa ta khuuub disgusting baje lagse 👎!!,negative
amar vabi nai birokto khub kharap 😭 😂,negative
amar khub tension er hoye gelo 😞,negative
Khawa ta ki bolbo tension er atke gelam ❌ 🙄,negative
Brother er asolei birokto chinta hocche 😡 😂,negative
Internet ta ekdom sera hoise 💥 :),positive
Coding ta mama normal mathay nai,neutral
Vibe ta vibe ta thik thak asol ...,neutral
coding ta khuuub chomokdar enjoy korlam :),positive
vibe ta matha betha gelo 🤮,negative
khawa ta ar ki parlam na hoye gelo 😭,negative
Vibe ta boring gelooooo,negative
Chayer adda ta tension er khuuub kharaaap 😭,negative
Assignment ta boring hoilo na 🤬,negative
Movie ta faltu atke gelam,negative
gaan ta ekdom bakwas hoilo na 🙄,negative
weather ta common choltese 😂,neutral
Amar slow baje lagse,negative
Boss er ekdom fresh pelam 🙌,positive
exam er fatafati enjoy korlam ❤️ 😅,positive
sokal ta extreme enjoy korlam!!,positive
Khawa ta shanti laglo 🙄,positive
Amar ekdom typical choltese :),neutral
coding ta dekhiiiii matha betha atke gelam 🤮,negative
Oir jossh cupai gelo 💥 :),positive
Gaan ta ekdom shanti laglo,positive
movie ta mama typical choltese,neutral
phone ta ki bolbo typical choltese!!,neutral
result ta ekdom ghorator khb kharap,negative
Movie ta temon valoo na koraaaa hoy nai,neutral
Vibe ta bas sera hoisechilo 🥰 :),positive
coding ta ki bolbo ghatiya hoilo na 😡 🙄,negative
brotherrrrr er shunlam normal hoy 😅,neutral
match ta vibe ta average choltese 😂,neutral
chayer adda ta dekhi mind blowing dekha jabe 💥 🙄,positive
Weather ta common choltese,neutral
eid er plan fire chilo 😍,positive
Oir masti pelam,positive
Bazar e ki bolbo thik e ache asol,neutral
Traffic ta moderate kora hoy nai,neutral
Sokal ta ki bolbo typical asol,neutral
Bazar e mind blowing cupai gelo,positive
Phone ta ki bolbo heavy dekha jabe 🔥 :),positive
assignment ta bhalo chilo 🙄,positive
boss er sotti parlam na hoye gelo 🤮 🙄,negative
Phone ta puro extreme hise ✅,positive
Coding ta eta to kono rokom kora hoy nai,neutral
weather ta vabi nai typical mathay nai,neutral
vibe ta ekdom top class pelam ✅,positive
Family te mone hoy extreme chilo!!,positive
laptop ta bas boring khoob kharaaapppppp!!,negative
bazar e ekdom kono rokom choltese,neutral
Sokal ta khub chalai neya jay kora hoy nai :),neutral
bossssss er onekta average mathay nai,neutral
Internet ta ekdom fresh chilo 😍 😅,positive
ei dekhi chomokdar palam 🥳 😂,positive
Eid er plan puro darun hise 💥???,positive
match ta top class laglo,positive
vibe ta mama sera dekha jabe 💥???,positive
Movie ta ekdom fresh palam 🙌,positive
Matchhhhhh ta asolei op palam 😍 😂,positive
Khawa ta sotti ekdom ghorator chinta hocche???,negative
ajker common kora hoy nai???,neutral
Class er ekdom typical kora hoy nai,neutral
Internet ta moderate choltese,neutral
Job ta ekdom jossh chilo :),positive
Eid er plan sotti mind blowing dekha jabeeee 😅,positive
match ta level up chilooo 🔥,positive
review ta fire pelam ✨ 😂,positive
